VNG0019H	21
VNG0021H	17
VNG0028C	12
VNG0034H	38
VNG0042G	36
VNG0049H	28
VNG0050C	28
VNG0053H	2
VNG0062G	26
VNG0064G	15
VNG0095G	25
VNG0098G	31
VNG0117H	2
VNG0123G	16
VNG0124C	31
VNG0132C	19
VNG0147C	4
VNG0149G	8
VNG0158G	33
VNG0168H	31
VNG0176H	31
VNG0192G	30
VNG0194H	25
VNG0226G	27
VNG0243C	2
VNG0245G	35
VNG0248C	23
VNG0249G	23
VNG0254G	25
VNG0285C	35
VNG0303G	3
VNG0315G	31
VNG0324G	34
VNG0330G	25
VNG0342G	25
VNG0343H	23
VNG0367H	6
VNG0378C	17
VNG0394C	5
VNG0399H	22
VNG0401G	4
VNG0402H	29
VNG0406C	35
VNG0410G	34
VNG0415G	6
VNG0426G	35
VNG0433C	39
VNG0439C	22
VNG0451G	29
VNG0452G	23
VNG0453G	23
VNG0457G	41
VNG0467G	31
VNG0482H	38
VNG0483C	35
VNG0486G	26
VNG0491G	18
VNG0498C	26
VNG0499G	12
VNG0501G	35
VNG0527C	17
VNG0537C	29
VNG0539C	24
VNG0540G	29
VNG0546C	16
VNG0549G	4
VNG0550G	4
VNG0559G	31
VNG0573C	15
VNG0604H	33
VNG0628G	26
VNG0659H	27
VNG0674C	14
VNG0681G	29
VNG0700G	8
VNG0702H	5
VNG0703H	4
VNG0715G	18
VNG0716G	39
VNG0719G	41
VNG0729H	27
VNG0734G	16
VNG0769H	16
VNG0794G	14
VNG0795G	29
VNG0812G	42
VNG0816G	42
VNG0818C	12
VNG0836H	15
VNG0837H	2
VNG0841G	24
VNG0864G	29
VNG0870G	7
VNG0884G	3
VNG0885G	18
VNG0916G	33
VNG0919G	14
VNG0924G	23
VNG0925C	23
VNG0937G	19
VNG0947G	38
VNG0961G	30
VNG0971G	23
VNG0985H	20
VNG0991H	35
VNG0999H	34
VNG1001G	43
VNG1007H	28
VNG1008G	32
VNG1012H	35
VNG1013G	20
VNG1021C	24
VNG1025H	26
VNG1036H	20
VNG1041H	20
VNG1046H	33
VNG1053G	10
VNG1058H	27
VNG1062G	27
VNG1068G	30
VNG1083G	39
VNG1085H	29
VNG1088C	5
VNG1101C	16
VNG1103G	8
VNG1105G	8
VNG1115H	34
VNG1123G	34
VNG1125G	25
VNG1128G	32
VNG1133G	8
VNG1136G	8
VNG1139G	30
VNG1141G	30
VNG1142G	30
VNG1143G	18
VNG1151H	37
VNG1168C	19
VNG1176G	14
VNG1182H	29
VNG1183H	13
VNG1184G	29
VNG1187G	23
VNG1189H	3
VNG1190G	25
VNG1202C	28
VNG1218C	22
VNG1224G	31
VNG1247G	34
VNG1249C	31
VNG1250H	34
VNG1261H	23
VNG1263C	41
VNG1264C	23
VNG1281H	37
VNG1291H	34
VNG1306G	25
VNG1308G	11
VNG1313G	13
VNG1314H	31
VNG1318H	39
VNG1320G	4
VNG1324C	31
VNG1326H	14
VNG1343C	21
VNG1349C	39
VNG1350C	34
VNG1377G	39
VNG1379G	34
VNG1382H	7
VNG1394H	33
VNG1408G	25
VNG1414G	29
VNG1420H	27
VNG1435G	39
VNG1438H	27
VNG1442G	34
VNG1458G	33
VNG1471C	31
VNG1473H	4
VNG1486H	29
VNG1490H	5
VNG1500H	35
VNG1514H	33
VNG1524C	18
VNG1526H	24
VNG1529G	12
VNG1533H	34
VNG1538H	34
VNG1542G	29
VNG1550G	23
VNG1551G	30
VNG1553G	9
VNG1554G	30
VNG1555G	11
VNG1557G	9
VNG1558H	18
VNG1559H	18
VNG1561C	23
VNG1562H	11
VNG1564H	18
VNG1566G	29
VNG1567G	23
VNG1568G	23
VNG1581C	20
VNG1585C	41
VNG1589C	20
VNG1617H	20
VNG1624G	29
VNG1635G	5
VNG1642H	43
VNG1647G	7
VNG1663C	29
VNG1664H	41
VNG1690G	30
VNG1691G	1
VNG1692G	30
VNG1693G	10
VNG1695G	30
VNG1697G	10
VNG1698G	18
VNG1699C	1
VNG1700G	10
VNG1701G	10
VNG1702G	30
VNG1703G	10
VNG1705G	30
VNG1706G	10
VNG1707G	30
VNG1709G	1
VNG1711G	30
VNG1713G	1
VNG1714G	30
VNG1715G	1
VNG1716G	10
VNG1718G	1
VNG1719G	10
VNG1727G	34
VNG1758H	16
VNG1760G	11
VNG1766C	31
VNG1772G	39
VNG1773G	43
VNG1774G	21
VNG1782C	16
VNG1811G	38
VNG1830G	31
VNG1832H	27
VNG1838H	42
VNG1865H	29
VNG1874C	4
VNG1889H	3
VNG1890H	35
VNG1898C	41
VNG1907H	4
VNG1912G	41
VNG1925H	29
VNG1933G	11
VNG1938C	33
VNG1948H	22
VNG1969G	31
VNG1997G	21
VNG2001G	33
VNG2005G	31
VNG2006C	31
VNG2008H	31
VNG2020C	22
VNG2021C	26
VNG2029H	31
VNG2032G	20
VNG2045G	28
VNG2047G	36
VNG2063G	41
VNG2067H	39
VNG2073C	42
VNG2088G	10
VNG2093G	23
VNG2104G	29
VNG2115H	34
VNG2117C	35
VNG2120G	41
VNG2123G	35
VNG2138G	11
VNG2139G	9
VNG2141G	11
VNG2146H	3
VNG2147G	3
VNG2150G	29
VNG2151G	23
VNG2158G	40
VNG2167G	37
VNG2185H	41
VNG2191H	25
VNG2193G	25
VNG2195G	23
VNG2196G	29
VNG2197H	29
VNG2199H	41
VNG2201G	29
VNG2217G	29
VNG2218G	23
VNG2219G	23
VNG2220G	23
VNG2226G	23
VNG2244H	23
VNG2248H	2
VNG2259C	29
VNG2273H	41
VNG2299H	23
VNG2301G	29
VNG2342H	23
VNG2343G	9
VNG2344G	25
VNG2346G	30
VNG2347G	23
VNG2349G	18
VNG2361G	6
VNG2371C	6
VNG2372G	11
VNG2383G	25
VNG2385H	6
VNG2393G	9
VNG2394G	33
VNG2400H	41
VNG2410G	23
VNG2411G	16
VNG2420G	38
VNG2422G	24
VNG2424G	14
VNG2441G	18
VNG2442H	41
VNG2447G	12
VNG2462G	9
VNG2465C	11
VNG2473G	13
VNG2482G	33
VNG2499G	11
VNG2507G	3
VNG2508C	3
VNG2524H	13
VNG2527G	23
VNG2529G	11
VNG2531G	29
VNG2549C	30
VNG2552G	9
VNG2556H	13
VNG2558G	23
VNG2560G	5
VNG2562H	14
VNG2563H	26
VNG2567C	30
VNG2575G	31
VNG2576H	31
VNG2577C	43
VNG2581H	8
VNG2582H	8
VNG2603H	23
VNG2604G	3
VNG2606G	23
VNG2616G	23
VNG2624G	22
VNG2625C	34
VNG2661G	30
VNG2664G	18
VNG2679G	32
VNG5008H	41
VNG5010G	29
VNG5030G	27
VNG5033G	43
VNG5050H	16
VNG5055G	13
VNG5061C	31
VNG5068G	4
VNG5071C	27
VNG5083H	16
VNG5108H	31
VNG5120H	13
VNG5137H	16
VNG5145H	34
VNG5173H	16
VNG5175H	21
VNG5176C	8
VNG5177C	8
VNG5178H	4
VNG5180G	21
VNG5181G	21
VNG5183G	16
VNG5185H	33
VNG5195H	4
VNG6133H	2
VNG6145H	14
VNG6158H	7
VNG6159H	35
VNG6163H	15
VNG6168H	15
VNG6177G	20
VNG6181H	35
VNG6182H	16
VNG6188H	31
VNG6194H	19
VNG6195H	34
VNG6198H	2
VNG6201G	36
VNG6203H	33
VNG6210G	29
VNG6211G	29
VNG6212G	29
VNG6232G	33
VNG6235G	15
VNG6237G	42
VNG6240G	33
VNG6251H	26
VNG6262G	39
VNG6264G	19
VNG6265G	34
VNG6294G	39
VNG6299G	28
VNG6315G	31
VNG6316G	31
VNG6320C	9
VNG6322H	27
VNG6325H	40
VNG6332H	16
VNG6372H	16
VNG6407H	20
VNG6420H	31
VNG6429H	34
VNG6441H	16
